user_id,date,age,age_group,social_media_hours,work_or_study_hours,entertainment_hours,total_screen_time,primary_device,internet_type
1681,1/15/2024,17,13-18,0.4,2.1,1.1,3.6,Mobile,Mobile Data
1682,9/29/2024,63,60+,3.2,6.4,3.5,13.1,Laptop,WiFi
1683,7/13/2024,19,19-25,0.6,5.3,2,7.9,Mobile,Mobile Data
1684,5/20/2024,38,36-45,1,4.4,2.4,7.8,Tablet,Mobile Data
1685,7/15/2024,14,13-18,3.7,1.3,3.2,8.2,Laptop,Mobile Data
1686,2/5/2024,17,13-18,1.3,3.2,2.6,7.1,Tablet,Mobile Data
1687,8/31/2024,45,36-45,3.9,1.9,3.4,9.2,Laptop,Mobile Data
1688,10/6/2024,26,26-35,3.5,4.3,2.3,10.1,Mobile,WiFi
1689,2/15/2024,24,19-25,1.2,3,2.2,6.4,Laptop,WiFi
1690,7/21/2024,47,46-60,1.5,6.5,2.1,10.1,Laptop,WiFi
1691,10/21/2024,25,19-25,3.6,4.7,1,9.3,Mobile,WiFi
1692,1/24/2024,23,19-25,1.2,3.8,1.8,6.8,Laptop,WiFi
1693,1/17/2024,31,26-35,2.1,4.7,2.6,9.4,Tablet,Mobile Data
1694,3/29/2024,13,13-18,3.4,3.1,1.6,8.1,Mobile,WiFi
1695,12/9/2024,16,13-18,2.1,3.1,2.2,7.4,Tablet,Mobile Data
1696,9/10/2024,23,19-25,1.5,6.7,2.8,11,Laptop,WiFi
1697,8/13/2024,13,13-18,1.9,5.5,1.2,8.6,Tablet,Mobile Data
1698,2/8/2024,30,26-35,3.4,3.7,2.4,9.5,Tablet,WiFi
1699,3/11/2024,43,36-45,2.8,7,3.2,13,Tablet,Mobile Data
1700,4/2/2024,32,26-35,2.6,6.9,2.4,11.9,Tablet,Mobile Data
1701,11/22/2024,40,36-45,0.6,2.3,3.1,6,Laptop,Mobile Data
1702,2/1/2024,57,46-60,2.1,2.1,1.1,5.3,Tablet,Mobile Data
1703,12/5/2024,19,19-25,0.4,1.9,3,5.3,Laptop,Mobile Data
1704,2/9/2024,32,26-35,2.6,3.5,2.4,8.5,Mobile,WiFi
1705,12/23/2024,23,19-25,2.9,5.6,0.8,9.3,Tablet,Mobile Data
1706,11/28/2024,18,13-18,1.9,6.5,2.9,11.3,Laptop,Mobile Data
1707,9/14/2024,50,46-60,3.9,5.2,2.9,12,Mobile,WiFi
1708,11/15/2024,45,36-45,3.8,4.5,0.8,9.1,Laptop,WiFi
1709,12/8/2024,71,60+,0.7,1.7,1.3,3.7,Laptop,WiFi
1710,7/6/2024,24,19-25,2.4,4.7,2.4,9.5,Tablet,Mobile Data
1711,10/26/2024,17,13-18,2.7,5.8,1.6,10.1,Tablet,Mobile Data
1712,8/10/2024,31,26-35,2.9,6.5,3.4,12.8,Tablet,WiFi
1713,3/12/2024,30,26-35,2,6.2,1.3,9.5,Tablet,Mobile Data
1714,1/24/2024,14,13-18,2,2.2,1.6,5.8,Tablet,WiFi
1715,9/27/2024,63,60+,3.6,6.8,3.5,13.9,Laptop,Mobile Data
1716,7/12/2024,60,46-60,3.9,6.5,0.6,11,Mobile,WiFi
1717,7/30/2024,24,19-25,3.8,5.8,1.2,10.8,Tablet,WiFi
1718,5/10/2024,13,13-18,0.2,1.3,0.7,2.2,Mobile,WiFi
1719,9/30/2024,18,13-18,2.9,2.1,2,7,Laptop,Mobile Data
1720,7/2/2024,45,36-45,3.7,4.9,0.8,9.4,Laptop,WiFi
1721,10/16/2024,40,36-45,1.7,6.6,3.2,11.5,Tablet,Mobile Data
1722,5/17/2024,19,19-25,0.4,1.4,3.3,5.1,Tablet,WiFi
1723,12/27/2024,49,46-60,0.2,4.4,3.3,7.9,Tablet,WiFi
1724,9/13/2024,53,46-60,1.4,3.5,2.4,7.3,Mobile,WiFi
1725,11/25/2024,51,46-60,0.8,4,3.1,7.9,Laptop,Mobile Data
1726,2/10/2024,33,26-35,2.9,1.7,1.2,5.8,Laptop,WiFi
1727,4/28/2024,60,46-60,1.2,3.5,1.7,6.4,Mobile,WiFi
1728,5/31/2024,40,36-45,1,3.9,3.4,8.3,Mobile,Mobile Data
1729,7/14/2024,32,26-35,3.5,2,1.9,7.4,Tablet,Mobile Data
1730,12/14/2024,13,13-18,2.4,1.5,2.4,6.3,Mobile,Mobile Data
1731,2/7/2024,67,60+,0.6,6.1,3,9.7,Mobile,Mobile Data
1732,1/26/2024,38,36-45,0.4,5.7,2.3,8.4,Tablet,Mobile Data
1733,3/6/2024,22,19-25,2,3.3,0.6,5.9,Laptop,WiFi
1734,11/28/2024,46,46-60,0.5,2.5,3.3,6.3,Tablet,Mobile Data
1735,5/20/2024,17,13-18,2.3,2,2.3,6.6,Tablet,Mobile Data
1736,7/30/2024,26,26-35,0.5,6.1,0.8,7.4,Laptop,WiFi
1737,4/20/2024,30,26-35,1.9,5.8,3.2,10.9,Mobile,Mobile Data
1738,12/23/2024,37,36-45,3,6.5,2.8,12.3,Tablet,Mobile Data
1739,11/27/2024,40,36-45,3.8,2.7,0.6,7.1,Laptop,Mobile Data
1740,5/6/2024,18,13-18,1.3,3.4,1.9,6.6,Laptop,Mobile Data
1741,9/1/2024,19,19-25,2.3,4.9,2.8,10,Mobile,Mobile Data
1742,5/25/2024,54,46-60,3.7,3.9,0.5,8.1,Tablet,Mobile Data
1743,10/1/2024,49,46-60,0.2,2.6,1.2,4,Mobile,WiFi
1744,4/28/2024,45,36-45,2.3,1.1,0.5,3.9,Laptop,WiFi
1745,1/25/2024,39,36-45,2.5,5,3.4,10.9,Mobile,WiFi
1746,9/19/2024,65,60+,3.8,2.4,0.6,6.8,Mobile,Mobile Data
1747,12/5/2024,19,19-25,0.8,2.6,1.4,4.8,Mobile,WiFi
1748,9/27/2024,21,19-25,1.4,1.9,1.6,4.9,Mobile,WiFi
1749,3/23/2024,17,13-18,0.6,4.4,0.7,5.7,Tablet,WiFi
1750,3/2/2024,41,36-45,2.1,6.4,2,10.5,Tablet,Mobile Data
1751,5/2/2024,55,46-60,3.8,5.2,1.5,10.5,Mobile,WiFi
1752,5/8/2024,14,13-18,2.2,6.3,2.6,11.1,Mobile,WiFi
1753,4/24/2024,65,60+,1.5,4.1,2.4,8,Tablet,WiFi
1754,9/10/2024,21,19-25,1.5,6.2,3,10.7,Tablet,Mobile Data
1755,1/10/2024,38,36-45,3.6,4.9,3.3,11.8,Tablet,Mobile Data
1756,4/18/2024,29,26-35,3,4.9,3.4,11.3,Laptop,Mobile Data
1757,1/7/2024,47,46-60,2.7,6.4,2.1,11.2,Mobile,WiFi
1758,7/2/2024,69,60+,1.8,5.2,0.7,7.7,Laptop,Mobile Data
1759,2/1/2024,45,36-45,1.1,4.6,2.7,8.4,Laptop,WiFi
1760,7/4/2024,63,60+,2,4.5,1.6,8.1,Tablet,WiFi
1761,8/14/2024,44,36-45,1.4,4.7,1.8,7.9,Tablet,WiFi
1762,11/23/2024,14,13-18,2.1,6.6,0.9,9.6,Tablet,WiFi
1763,11/8/2024,31,26-35,2.2,2.3,2.6,7.1,Tablet,WiFi
1764,2/12/2024,25,19-25,1.6,5.9,2.9,10.4,Mobile,WiFi
1765,6/3/2024,24,19-25,0.3,2.1,2.3,4.7,Laptop,Mobile Data
1766,8/10/2024,17,13-18,1.3,5.8,2.6,9.7,Tablet,Mobile Data
1767,9/22/2024,51,46-60,3.3,5.5,1.8,10.6,Tablet,WiFi
1768,4/4/2024,73,60+,2.1,6.2,3.5,11.8,Laptop,Mobile Data
1769,1/29/2024,38,36-45,1.5,1.6,1.2,4.3,Laptop,WiFi
1770,6/7/2024,37,36-45,2.7,6.8,2.9,12.4,Laptop,WiFi
1771,2/20/2024,19,19-25,2.2,5.3,2.9,10.4,Mobile,WiFi
1772,11/16/2024,24,19-25,1.3,5.2,0.7,7.2,Mobile,WiFi
1773,6/14/2024,42,36-45,0.9,6.2,2.9,10,Tablet,WiFi
1774,12/11/2024,68,60+,3.4,5.9,1,10.3,Tablet,WiFi
1775,9/23/2024,47,46-60,3.5,4.3,2.2,10,Laptop,WiFi
1776,5/20/2024,27,26-35,0.3,5.7,1.7,7.7,Mobile,Mobile Data
1777,6/25/2024,68,60+,2.7,2.1,0.5,5.3,Laptop,WiFi
1778,11/16/2024,53,46-60,1.9,5.7,2.2,9.8,Mobile,Mobile Data
1779,8/23/2024,72,60+,2.7,4.5,1.2,8.4,Laptop,WiFi
1780,8/31/2024,74,60+,1.6,2.9,1.2,5.7,Tablet,Mobile Data
1781,10/3/2024,15,13-18,3,2.8,2.8,8.6,Mobile,WiFi
1782,7/24/2024,39,36-45,3.8,3.8,2.1,9.7,Laptop,WiFi
1783,11/28/2024,29,26-35,1.2,2.8,0.9,4.9,Laptop,Mobile Data
1784,6/12/2024,50,46-60,2.4,4.6,2.9,9.9,Tablet,WiFi
1785,4/5/2024,23,19-25,1.1,1.6,2.6,5.3,Tablet,WiFi
1786,1/3/2024,40,36-45,1.5,4.8,1.9,8.2,Mobile,Mobile Data
1787,1/29/2024,70,60+,3.1,2.1,1.1,6.3,Tablet,Mobile Data
1788,7/30/2024,14,13-18,1.7,4.6,0.7,7,Mobile,WiFi
1789,12/28/2024,45,36-45,3.4,2.1,2.2,7.7,Tablet,Mobile Data
1790,2/4/2024,34,26-35,2.5,4.2,3.4,10.1,Tablet,WiFi
1791,6/12/2024,43,36-45,2.2,4.2,2,8.4,Laptop,Mobile Data
1792,2/14/2024,15,13-18,2.6,6.9,2,11.5,Laptop,Mobile Data
1793,10/6/2024,42,36-45,3.2,3.8,1.1,8.1,Laptop,Mobile Data
1794,3/31/2024,72,60+,0.5,4.9,2.7,8.1,Laptop,Mobile Data
1795,3/20/2024,29,26-35,2.6,6.8,3.2,12.6,Mobile,WiFi
1796,1/15/2024,65,60+,0.3,3.6,2.7,6.6,Laptop,Mobile Data
1797,5/27/2024,36,36-45,1.8,6.5,2.6,10.9,Tablet,Mobile Data
1798,4/17/2024,40,36-45,3.6,2.2,0.7,6.5,Laptop,Mobile Data
1799,10/15/2024,44,36-45,1.4,5.9,1,8.3,Tablet,WiFi
1800,10/25/2024,60,46-60,2.1,2.9,0.9,5.9,Mobile,WiFi
1801,6/14/2024,64,60+,0.9,4.1,2.7,7.7,Laptop,WiFi
1802,11/28/2024,37,36-45,2.9,7,3.4,13.3,Laptop,Mobile Data
1803,9/2/2024,32,26-35,0.4,5,2.1,7.5,Tablet,WiFi
1804,6/24/2024,51,46-60,2,3.9,1.4,7.3,Tablet,WiFi
1805,7/27/2024,18,13-18,1.2,1.1,1.5,3.8,Laptop,WiFi
1806,4/27/2024,22,19-25,2.3,6.8,1.2,10.3,Mobile,WiFi
1807,8/3/2024,22,19-25,0.5,6.1,3.4,10,Laptop,WiFi
1808,7/7/2024,58,46-60,2,5.7,3.1,10.8,Tablet,WiFi
1809,7/24/2024,32,26-35,3.5,4.5,2,10,Tablet,Mobile Data
1810,10/22/2024,16,13-18,0.8,2.1,1.9,4.8,Mobile,Mobile Data
1811,10/29/2024,54,46-60,1.2,1.3,1.4,3.9,Mobile,WiFi
1812,2/16/2024,30,26-35,1.1,4.1,1.3,6.5,Mobile,Mobile Data
1813,4/16/2024,25,19-25,1.4,6.5,1.4,9.3,Laptop,Mobile Data
1814,3/11/2024,27,26-35,0.2,5.6,1.7,7.5,Mobile,Mobile Data
1815,4/7/2024,56,46-60,3.2,6.5,0.6,10.3,Laptop,Mobile Data
1816,4/18/2024,42,36-45,2.3,6.2,1.4,9.9,Tablet,Mobile Data
1817,5/4/2024,13,13-18,1.9,6.5,3.1,11.5,Laptop,Mobile Data
1818,12/27/2024,69,60+,2.1,3.9,3,9,Tablet,WiFi
1819,5/26/2024,54,46-60,3.3,7,3.2,13.5,Mobile,Mobile Data
1820,7/27/2024,17,13-18,0.5,1.3,1.4,3.2,Laptop,Mobile Data
1821,11/10/2024,13,13-18,2.4,3.7,2.6,8.7,Mobile,WiFi
1822,4/8/2024,36,36-45,3.4,3.3,3.4,10.1,Tablet,WiFi
1823,9/18/2024,23,19-25,1.1,2.2,1.7,5,Mobile,Mobile Data
1824,1/1/2024,29,26-35,1.5,4.9,3.5,9.9,Laptop,Mobile Data
1825,8/1/2024,21,19-25,0.3,6,3.1,9.4,Laptop,Mobile Data
1826,2/13/2024,70,60+,1.3,2.5,1.2,5,Tablet,Mobile Data
1827,8/10/2024,30,26-35,1.9,3.7,2.8,8.4,Mobile,Mobile Data
1828,8/8/2024,52,46-60,1.4,4.8,1.4,7.6,Tablet,Mobile Data
1829,11/7/2024,17,13-18,2.3,3.6,2.4,8.3,Tablet,WiFi
1830,6/24/2024,60,46-60,1.9,6.9,0.9,9.7,Laptop,Mobile Data
1831,11/21/2024,75,60+,3,6.1,3.3,12.4,Tablet,Mobile Data
1832,1/1/2024,18,13-18,0.9,5.7,2.1,8.7,Mobile,Mobile Data
1833,3/16/2024,38,36-45,1,4.5,2.9,8.4,Laptop,WiFi
1834,8/14/2024,59,46-60,3.7,6.7,2.8,13.2,Laptop,Mobile Data
1835,6/16/2024,67,60+,1.5,1.9,2.2,5.6,Laptop,WiFi
1836,5/11/2024,29,26-35,2.2,2.3,3.3,7.8,Laptop,Mobile Data
1837,10/7/2024,60,46-60,0.2,1,3,4.2,Laptop,Mobile Data
1838,8/23/2024,28,26-35,2.8,2.4,1.6,6.8,Mobile,Mobile Data
1839,5/16/2024,49,46-60,3.4,2.4,2.8,8.6,Mobile,Mobile Data
1840,9/16/2024,63,60+,3.4,4.5,0.9,8.8,Laptop,WiFi
1841,10/30/2024,47,46-60,3.6,4.5,2.7,10.8,Laptop,WiFi
1842,8/6/2024,44,36-45,1.9,1.5,3.2,6.6,Laptop,Mobile Data
1843,4/6/2024,33,26-35,3.7,3,0.9,7.6,Mobile,WiFi
1844,8/28/2024,32,26-35,2.2,1.9,3.1,7.2,Tablet,WiFi
1845,9/18/2024,17,13-18,2.4,1.9,2.1,6.4,Mobile,WiFi
1846,9/22/2024,63,60+,1.1,1.2,2.8,5.1,Tablet,Mobile Data
1847,1/26/2024,63,60+,2.3,4.5,2.6,9.4,Mobile,Mobile Data
1848,9/4/2024,24,19-25,1.5,5.1,3.2,9.8,Laptop,WiFi
1849,10/18/2024,27,26-35,0.9,5.2,2.1,8.2,Mobile,WiFi
1850,11/7/2024,14,13-18,0.2,6.8,3,10,Mobile,Mobile Data
1851,4/5/2024,19,19-25,3.8,2.3,3.1,9.2,Tablet,WiFi
1852,3/20/2024,73,60+,1.1,1.1,2.7,4.9,Tablet,Mobile Data
1853,2/18/2024,13,13-18,3,5.4,3.2,11.6,Tablet,WiFi
1854,4/17/2024,22,19-25,3.8,4.5,2,10.3,Tablet,Mobile Data
1855,6/23/2024,26,26-35,1.1,3.1,2.6,6.8,Mobile,Mobile Data
1856,3/27/2024,73,60+,1.5,4.5,3.4,9.4,Laptop,Mobile Data
1857,5/18/2024,74,60+,3.3,1.2,1.4,5.9,Tablet,Mobile Data
1858,5/5/2024,29,26-35,2.2,3.4,1.3,6.9,Laptop,WiFi
1859,12/12/2024,18,13-18,1.7,1,1.1,3.8,Laptop,WiFi
1860,2/1/2024,18,13-18,1.7,6.9,1.2,9.8,Mobile,WiFi
1861,9/12/2024,30,26-35,2.3,5,2.3,9.6,Mobile,WiFi
1862,9/13/2024,39,36-45,2.3,3.3,2.6,8.2,Tablet,WiFi
1863,10/7/2024,23,19-25,0.7,4.3,3.1,8.1,Laptop,Mobile Data
1864,12/30/2024,30,26-35,2.9,6.1,1.1,10.1,Mobile,Mobile Data
1865,2/7/2024,33,26-35,3.5,6.8,0.5,10.8,Laptop,Mobile Data
1866,5/7/2024,21,19-25,3.3,5.2,1,9.5,Laptop,WiFi
1867,8/12/2024,21,19-25,3.2,6.9,3,13.1,Laptop,WiFi
1868,11/28/2024,17,13-18,3.1,3.3,0.8,7.2,Mobile,Mobile Data
1869,7/25/2024,31,26-35,1.2,1.1,2.9,5.2,Tablet,WiFi
1870,2/4/2024,33,26-35,1.8,2.7,1,5.5,Laptop,WiFi
1871,6/21/2024,18,13-18,0.4,6.9,2.1,9.4,Mobile,Mobile Data
1872,1/29/2024,26,26-35,1.9,3.6,0.7,6.2,Laptop,WiFi
1873,4/27/2024,13,13-18,2.8,3.2,2.2,8.2,Mobile,WiFi
1874,1/5/2024,61,60+,2.2,5.9,0.5,8.6,Mobile,WiFi
1875,9/23/2024,27,26-35,1.5,4.2,3.4,9.1,Laptop,WiFi
1876,8/17/2024,75,60+,0.9,4.9,2.3,8.1,Mobile,Mobile Data
1877,3/14/2024,23,19-25,1.8,4.4,3,9.2,Laptop,WiFi
1878,10/11/2024,61,60+,3.1,2.9,3,9,Mobile,Mobile Data
1879,5/7/2024,49,46-60,2.5,4.3,2.9,9.7,Tablet,Mobile Data
1880,6/21/2024,22,19-25,2.1,5.5,2.6,10.2,Tablet,Mobile Data
1881,7/10/2024,18,13-18,2.9,5.6,1.1,9.6,Tablet,Mobile Data
1882,12/21/2024,65,60+,1.9,2.2,3.2,7.3,Mobile,WiFi
1883,3/27/2024,75,60+,3.8,6.2,1.3,11.3,Mobile,Mobile Data
1884,8/26/2024,36,36-45,1.1,3.6,2.8,7.5,Tablet,WiFi
1885,5/19/2024,38,36-45,4,3.2,1.6,8.8,Laptop,Mobile Data
1886,12/6/2024,24,19-25,3.5,2.2,2,7.7,Mobile,WiFi
1887,1/8/2024,16,13-18,3.4,6.9,0.5,10.8,Laptop,WiFi
1888,11/27/2024,42,36-45,1.4,6.1,2.7,10.2,Tablet,Mobile Data
1889,9/20/2024,38,36-45,4,6.7,2.5,13.2,Laptop,Mobile Data
1890,9/18/2024,72,60+,1.1,4.2,0.6,5.9,Laptop,WiFi
1891,8/8/2024,23,19-25,1.9,5.1,2.3,9.3,Tablet,Mobile Data
1892,8/24/2024,75,60+,0.5,2.9,1.3,4.7,Tablet,Mobile Data
1893,3/19/2024,38,36-45,1.1,4.4,3.4,8.9,Mobile,Mobile Data
1894,1/31/2024,33,26-35,2,1.5,1.8,5.3,Laptop,WiFi
1895,12/3/2024,23,19-25,2.5,3.6,1.9,8,Mobile,Mobile Data
1896,11/2/2024,35,26-35,1.7,6.1,2.2,10,Laptop,Mobile Data
1897,10/26/2024,39,36-45,3.1,4.6,0.6,8.3,Tablet,Mobile Data
1898,1/14/2024,48,46-60,2.1,5.8,1.8,9.7,Mobile,Mobile Data
1899,11/12/2024,24,19-25,0.9,5.6,1,7.5,Laptop,WiFi
1900,1/16/2024,40,36-45,3.4,3.2,1.5,8.1,Laptop,WiFi
1901,5/27/2024,38,36-45,1.2,5.2,3.2,9.6,Laptop,Mobile Data
1902,1/31/2024,13,13-18,0.4,4.4,1.5,6.3,Laptop,WiFi
1903,11/13/2024,65,60+,1.1,7,0.7,8.8,Tablet,WiFi
1904,1/22/2024,31,26-35,3.8,4.2,2.9,10.9,Tablet,WiFi
1905,11/1/2024,16,13-18,2.5,1.2,3.4,7.1,Mobile,Mobile Data
1906,11/15/2024,31,26-35,1.9,2.4,1.4,5.7,Laptop,Mobile Data
1907,10/18/2024,25,19-25,1,4.3,2,7.3,Tablet,Mobile Data
1908,2/6/2024,21,19-25,1.6,6.3,1.8,9.7,Tablet,WiFi
1909,8/22/2024,41,36-45,2.5,6.2,3.1,11.8,Tablet,Mobile Data
1910,1/5/2024,27,26-35,2.1,5.6,1.9,9.6,Tablet,WiFi
1911,4/2/2024,22,19-25,3.2,5.7,2.5,11.4,Mobile,WiFi
1912,7/24/2024,22,19-25,1.6,2.6,0.9,5.1,Mobile,Mobile Data
1913,5/25/2024,52,46-60,2.8,2.9,1.4,7.1,Mobile,WiFi
1914,8/23/2024,47,46-60,1.8,3.5,0.8,6.1,Tablet,Mobile Data
1915,1/30/2024,31,26-35,0.2,3.2,1.6,5,Laptop,Mobile Data
1916,3/17/2024,17,13-18,3.7,4.6,2.7,11,Mobile,Mobile Data
1917,3/4/2024,74,60+,2.5,3.9,1.3,7.7,Laptop,WiFi
1918,9/16/2024,16,13-18,2.9,2.8,1.8,7.5,Laptop,Mobile Data
1919,2/15/2024,62,60+,0.3,5.6,2.3,8.2,Tablet,Mobile Data
1920,2/17/2024,15,13-18,3.1,1.3,1.9,6.3,Tablet,WiFi
1921,2/14/2024,74,60+,3.7,2.7,3.2,9.6,Tablet,WiFi
1922,11/4/2024,50,46-60,3.2,3.8,2,9,Laptop,WiFi
1923,7/2/2024,28,26-35,1.3,3.4,2.8,7.5,Laptop,WiFi
1924,6/7/2024,53,46-60,1.7,3,3.2,7.9,Tablet,Mobile Data
1925,8/6/2024,42,36-45,3.9,1.4,2.7,8,Laptop,WiFi
1926,2/8/2024,58,46-60,2.3,3.8,3.3,9.4,Laptop,WiFi
1927,10/16/2024,59,46-60,1.1,1.1,2.9,5.1,Mobile,WiFi
1928,9/30/2024,65,60+,3.4,2.8,1.4,7.6,Mobile,WiFi
1929,1/18/2024,28,26-35,3,3.6,2.1,8.7,Laptop,Mobile Data
1930,3/13/2024,47,46-60,2.8,4.8,3,10.6,Laptop,Mobile Data
1931,2/27/2024,20,19-25,3.8,1.2,2,7,Tablet,Mobile Data
1932,7/27/2024,16,13-18,1,2.4,1,4.4,Mobile,Mobile Data
1933,2/13/2024,68,60+,0.7,2.8,2.1,5.6,Tablet,WiFi
1934,9/15/2024,52,46-60,2.8,3,2.1,7.9,Tablet,Mobile Data
1935,11/1/2024,39,36-45,3.5,1,0.6,5.1,Laptop,WiFi
1936,12/20/2024,17,13-18,0.9,1.3,1.5,3.7,Mobile,WiFi
1937,4/27/2024,40,36-45,0.6,4.4,0.8,5.8,Laptop,Mobile Data
1938,3/3/2024,54,46-60,1.8,1.6,0.9,4.3,Laptop,WiFi
1939,6/23/2024,30,26-35,0.6,4.4,1.7,6.7,Mobile,Mobile Data
1940,10/11/2024,34,26-35,4,3.1,0.8,7.9,Laptop,Mobile Data
1941,11/7/2024,14,13-18,2.5,2,3.1,7.6,Mobile,Mobile Data
1942,12/2/2024,13,13-18,3.4,4.9,2.9,11.2,Mobile,Mobile Data
1943,8/30/2024,44,36-45,3.6,4.6,0.6,8.8,Mobile,Mobile Data
1944,7/17/2024,63,60+,2.2,4.3,2.2,8.7,Tablet,WiFi
1945,6/29/2024,33,26-35,2.6,6.3,2.1,11,Tablet,WiFi
1946,3/13/2024,17,13-18,2,2.6,2,6.6,Laptop,Mobile Data
1947,2/7/2024,32,26-35,1,5.3,1.2,7.5,Laptop,WiFi
1948,5/20/2024,73,60+,1.8,4.5,3,9.3,Mobile,WiFi
1949,5/2/2024,23,19-25,3.8,3,2.2,9,Mobile,WiFi
1950,11/24/2024,60,46-60,4,6,1.1,11.1,Laptop,Mobile Data
1951,5/2/2024,69,60+,3.5,2.4,3,8.9,Tablet,Mobile Data
1952,2/8/2024,14,13-18,2.2,6.8,3.4,12.4,Laptop,Mobile Data
1953,3/6/2024,17,13-18,1.7,5.9,2.7,10.3,Tablet,WiFi
1954,9/8/2024,28,26-35,0.9,3.5,1.1,5.5,Laptop,Mobile Data
1955,2/7/2024,25,19-25,2.1,4,1.2,7.3,Mobile,WiFi
1956,9/15/2024,18,13-18,3,4.8,0.7,8.5,Tablet,Mobile Data
1957,6/16/2024,13,13-18,1.9,1.7,2.4,6,Mobile,Mobile Data
1958,9/19/2024,23,19-25,0.4,5.7,1.5,7.6,Laptop,WiFi
1959,2/28/2024,42,36-45,2.6,5,3.3,10.9,Laptop,WiFi
1960,11/11/2024,43,36-45,2.6,4.6,0.7,7.9,Tablet,WiFi
1961,10/23/2024,29,26-35,1.6,4.6,1.8,8,Tablet,Mobile Data
1962,4/23/2024,38,36-45,2.5,2.9,0.8,6.2,Mobile,Mobile Data
1963,8/2/2024,17,13-18,2.9,6.2,1.7,10.8,Tablet,WiFi
1964,1/6/2024,73,60+,1.9,6.2,1.3,9.4,Laptop,WiFi
1965,4/30/2024,62,60+,3.4,5.7,1.2,10.3,Tablet,Mobile Data
1966,3/7/2024,52,46-60,3.8,2.7,2,8.5,Laptop,Mobile Data
1967,3/2/2024,44,36-45,1.4,2.8,1.5,5.7,Tablet,Mobile Data
1968,7/25/2024,32,26-35,1.1,2,1,4.1,Mobile,WiFi
1969,12/1/2024,28,26-35,0.6,3.4,0.7,4.7,Mobile,Mobile Data
1970,10/10/2024,33,26-35,3.4,1.4,2.4,7.2,Mobile,WiFi
1971,12/10/2024,66,60+,3,4.8,0.7,8.5,Tablet,Mobile Data
1972,8/17/2024,42,36-45,2.4,1.1,1.1,4.6,Tablet,Mobile Data
1973,2/27/2024,43,36-45,2.3,1.8,2.4,6.5,Laptop,Mobile Data
1974,8/14/2024,33,26-35,3.6,1.4,2.8,7.8,Tablet,WiFi
1975,8/12/2024,13,13-18,0.6,1.2,1.3,3.1,Laptop,Mobile Data
1976,9/2/2024,17,13-18,2,3.9,2.9,8.8,Tablet,Mobile Data
1977,10/15/2024,64,60+,2.3,3.7,3,9,Tablet,WiFi
1978,7/1/2024,44,36-45,0.9,6.9,2.9,10.7,Laptop,WiFi
1979,8/29/2024,73,60+,1.2,5.6,2.4,9.2,Mobile,WiFi
1980,5/18/2024,14,13-18,1.6,1,2.3,4.9,Tablet,WiFi
1981,5/8/2024,18,13-18,0.8,4.4,2.5,7.7,Mobile,Mobile Data
1982,1/26/2024,29,26-35,0.2,5.5,3.1,8.8,Laptop,Mobile Data
1983,8/7/2024,28,26-35,0.8,3,2.3,6.1,Tablet,WiFi
1984,12/7/2024,65,60+,2.1,2.5,1.6,6.2,Tablet,WiFi
1985,6/7/2024,74,60+,0.2,1.9,3.1,5.2,Tablet,WiFi
1986,6/16/2024,24,19-25,2,2.1,1.9,6,Laptop,Mobile Data
1987,12/26/2024,62,60+,0.3,1.1,3,4.4,Laptop,WiFi
1988,1/3/2024,32,26-35,3.5,3.6,0.6,7.7,Mobile,WiFi
1989,9/7/2024,32,26-35,0.6,5.7,1.8,8.1,Mobile,Mobile Data
1990,11/17/2024,20,19-25,1.5,1.2,0.8,3.5,Laptop,WiFi
1991,5/15/2024,45,36-45,3.8,5.4,1.6,10.8,Laptop,WiFi
1992,6/19/2024,37,36-45,2.7,2.5,1.9,7.1,Laptop,Mobile Data
1993,8/25/2024,74,60+,3.4,6.4,2.7,12.5,Mobile,WiFi
1994,2/26/2024,16,13-18,2.5,3.5,0.6,6.6,Tablet,Mobile Data
1995,1/17/2024,33,26-35,2.4,5.1,0.5,8,Mobile,Mobile Data
1996,1/12/2024,28,26-35,2.2,4.4,3.3,9.9,Laptop,Mobile Data
1997,4/22/2024,28,26-35,1.1,5.2,2.7,9,Laptop,WiFi
1998,8/8/2024,17,13-18,3.7,4.5,1.2,9.4,Mobile,Mobile Data
1999,9/16/2024,68,60+,2.7,1.3,2.2,6.2,Tablet,WiFi
2000,7/12/2024,33,26-35,2.8,2.6,1.2,6.6,Tablet,Mobile Data
2001,11/10/2024,16,13-18,2,1.3,2.9,6.2,Tablet,Mobile Data
2002,8/19/2024,66,60+,2,1.6,3.3,6.9,Tablet,WiFi
2003,12/11/2024,56,46-60,3.2,5.7,1.8,10.7,Tablet,WiFi
2004,11/24/2024,17,13-18,2.7,1.9,0.9,5.5,Tablet,Mobile Data
2005,1/15/2024,22,19-25,2,6.8,1.8,10.6,Laptop,Mobile Data
2006,4/18/2024,54,46-60,3.7,6.9,0.7,11.3,Mobile,Mobile Data
2007,10/20/2024,18,13-18,2.3,3.8,0.7,6.8,Laptop,WiFi
2008,2/14/2024,32,26-35,0.6,4,1,5.6,Tablet,WiFi
2009,11/14/2024,18,13-18,3.1,6.8,1.3,11.2,Tablet,WiFi
2010,2/23/2024,15,13-18,0.2,1.1,2.9,4.2,Mobile,Mobile Data
2011,10/17/2024,42,36-45,3.6,1.9,2.6,8.1,Mobile,WiFi
